vegetable,city,season,quantity,duration,gender,price
8,13,2,8267,2,1,117
18,27,2,9372,1,2,42
17,25,1,3136,2,2,70
13,26,1,8916,2,2,35
15,13,0,6900,3,2,51
3,0,3,5292,2,1,21
10,2,1,9940,1,2,52
8,17,0,6304,2,2,91
10,6,3,2212,2,2,30
9,15,1,2508,3,2,86
17,17,3,7685,3,1,27
16,1,3,3066,1,2,43
17,27,0,3232,3,2,79
16,24,1,3699,2,2,14
11,2,3,4176,2,2,71
0,8,3,9619,2,2,87
3,1,3,2395,3,2,77
11,5,3,2013,1,1,18
14,11,1,2664,2,1,40
19,1,3,5635,1,2,102
13,6,1,3774,1,2,80
16,12,0,6506,1,1,10
17,25,0,4453,2,1,41
17,11,3,9814,2,1,31
19,0,2,7593,1,2,105
19,17,3,2999,1,1,109
19,8,2,5439,3,1,19
3,17,0,5777,1,2,98
16,14,1,6455,2,1,103
8,14,3,9119,2,1,108
5,12,0,5434,1,1,109
2,5,1,7806,1,1,100
7,14,0,8918,1,1,29
2,13,2,6663,3,1,72
15,19,2,1356,1,1,106
4,27,0,2815,1,2,88
6,23,3,4208,2,1,11
19,18,0,5030,1,2,28
19,15,3,1653,1,1,44
10,25,2,1121,3,2,31
10,4,2,1285,1,1,97
12,21,1,6764,1,2,97
0,15,2,1496,2,2,36
8,4,0,8674,2,1,99
18,3,1,4761,1,2,60
10,9,1,9310,1,1,46
15,16,1,3643,3,2,63
6,3,3,5142,1,2,22
19,15,0,6223,1,2,85
12,26,0,9619,3,1,65
4,4,0,2822,2,2,80
11,19,2,8241,3,1,78
0,10,3,8534,3,1,67
15,6,1,2748,2,2,26
13,5,1,1357,1,2,21
18,23,1,9061,1,1,54
17,17,3,2677,2,1,78
10,7,0,8729,3,2,57
18,22,0,9559,1,1,111
9,6,3,7312,2,2,16
11,19,3,8504,3,1,113
12,15,0,7591,2,2,22
18,6,0,2644,1,2,11
0,6,3,7922,3,1,50
7,0,1,3877,2,2,118
11,5,0,2110,3,1,45
4,0,0,7216,3,2,69
0,16,2,3980,3,1,67
9,27,0,9092,2,2,34
11,14,1,1322,3,1,51
0,4,0,2325,1,2,99
4,20,0,9987,3,2,52
8,27,3,7258,2,1,22
3,26,0,3004,3,1,83
9,22,2,1154,3,1,116
8,12,0,6962,2,2,32
5,27,3,9652,3,2,24
11,11,1,4969,2,1,103
3,23,3,3497,2,1,94
18,11,3,9980,2,1,119
10,22,0,2407,3,2,110
19,9,1,2358,1,2,111
7,8,2,1133,3,1,35
12,7,1,7958,2,1,48
11,25,3,1892,2,1,15
12,8,1,9105,2,2,34
10,18,0,3838,2,2,69
2,11,3,7830,1,2,107
10,18,1,2887,2,2,55
8,8,0,8736,2,2,93
0,8,0,5934,1,1,22
11,7,1,9421,2,2,59
10,27,1,1998,2,1,18
13,25,2,8790,2,2,21
7,2,1,2925,3,2,21
2,24,0,2130,3,2,114
7,25,1,9166,3,2,107
6,19,2,1329,3,2,48
7,11,2,8151,1,1,35
3,0,2,6376,1,1,54
2,3,3,6511,2,1,39
19,11,3,6687,3,1,15
7,19,0,3486,1,2,89
8,14,1,5966,3,2,32
18,15,1,7406,2,1,32
11,21,1,3762,2,1,55
0,20,0,4159,3,1,100
5,15,1,9550,2,2,83
12,18,0,6692,2,1,15
17,18,3,3196,3,2,95
18,21,3,5712,3,1,58
16,4,0,9779,2,1,79
0,27,3,1094,3,2,117
2,10,2,2402,1,1,25
1,6,0,1564,2,1,48
15,9,1,9265,2,1,97
9,24,2,8857,3,1,104
13,4,0,9207,1,2,101
7,8,1,6997,3,1,90
18,2,3,2745,2,1,33
12,9,0,5027,1,1,78
10,0,1,3983,3,1,55
1,24,0,1327,1,2,54
1,1,1,4773,3,1,71
15,20,2,4013,1,2,12
16,3,1,9940,2,1,107
5,2,1,1074,1,1,102
4,21,0,1956,3,2,73
5,23,0,4414,1,1,91
5,16,3,8150,2,1,38
14,19,0,6593,1,2,95
19,25,1,9274,3,2,70
19,14,0,4438,3,1,70
6,12,2,5547,1,1,10
9,9,0,4308,3,2,63
1,3,1,5126,1,2,43
18,17,1,4173,2,1,42
1,21,1,8358,3,2,57
5,12,0,2399,2,2,64
11,5,2,8587,1,1,109
8,20,3,5764,2,1,51
16,4,0,8236,3,2,53
11,22,2,9693,3,1,100
13,10,1,9352,1,2,47
8,25,2,2856,1,1,84
0,13,1,3766,2,1,57
5,26,1,4727,1,1,11
7,0,3,3459,3,1,89
7,17,2,6576,2,1,53
4,18,2,8376,1,2,69
6,7,2,4538,1,1,55
8,26,2,9646,3,1,12
18,17,3,2223,1,2,81
17,19,2,1350,1,1,13
6,21,2,7615,2,1,19
14,6,3,9948,3,1,116
13,2,2,7443,3,1,47
0,18,2,1219,3,2,58
11,27,1,9883,2,1,19
3,25,0,4126,3,2,28
8,1,0,6549,2,2,31
11,0,1,3866,2,2,44
1,25,2,6393,2,2,28
4,14,0,3937,3,2,61
3,12,1,8459,2,1,75
12,15,1,2149,1,1,117
18,0,2,7315,3,2,22
0,14,2,3723,1,1,28
10,3,1,7410,3,2,57
11,26,1,3034,2,2,62
7,8,1,4166,2,1,43
9,9,2,3156,1,1,27
18,17,2,2179,1,1,19
8,3,1,4802,2,2,48
1,5,1,2557,1,2,80
4,7,3,9168,3,2,13
15,18,1,7142,2,1,84
6,26,0,4114,1,1,115
3,1,3,8899,2,2,55
3,4,0,1453,3,2,87
6,16,0,4241,2,1,77
9,26,2,2348,1,2,91
4,10,3,8000,1,2,12
4,0,0,2486,3,2,79
10,11,2,6737,3,2,118
7,24,3,7417,2,1,90
2,5,2,4369,1,2,113
15,6,1,5396,3,2,23
11,5,0,7018,2,2,112
10,3,2,5680,3,2,101
10,23,0,9113,1,1,21
16,8,3,6501,3,2,92
3,10,0,9186,1,2,101
13,22,0,9105,2,2,73
1,6,3,6327,3,1,38
7,5,2,5625,2,1,89
17,11,0,5500,1,1,50
14,10,2,4655,3,2,101
1,0,0,9587,2,2,92
1,26,0,1134,2,1,94
3,15,1,9152,3,1,96
7,27,1,1814,2,1,46
17,6,0,1341,1,1,48
3,16,2,9016,2,2,98
9,1,1,7372,3,2,75
16,6,2,1317,3,1,83
0,16,3,8959,1,1,35
13,23,3,5075,1,1,116
19,23,0,4281,1,2,111
18,25,1,9213,2,2,15
0,19,0,3175,2,2,26
19,19,0,2454,2,2,95
4,14,1,6739,1,2,100
7,13,2,7658,1,2,19
13,13,3,7473,3,1,82
2,27,0,7088,3,2,118
2,0,0,6290,2,1,91
8,3,1,4811,1,1,81
4,9,2,3897,3,1,43
4,0,1,8849,2,1,16
10,1,3,5010,3,2,36
9,13,0,6852,2,1,40
7,19,1,6204,3,1,114
12,19,1,8167,3,2,111
19,21,2,1228,1,2,106
1,8,3,3515,2,1,89
17,9,2,4036,3,1,104
6,4,1,4856,1,1,108
6,16,2,1759,1,1,65
14,12,2,6145,2,1,39
7,8,1,6108,2,1,95
7,19,1,1076,3,1,80
12,11,2,9369,2,2,92
14,9,0,3205,1,1,27
18,1,3,1719,2,2,114
16,27,3,5501,3,1,117
18,5,0,5308,1,2,20
0,0,2,1631,2,2,84
19,2,1,5519,1,2,59
12,19,3,1431,2,2,96
8,20,1,7272,3,2,96
2,3,3,8633,2,1,108
0,3,0,2774,1,1,102
17,15,3,8925,2,2,41
9,4,1,7987,1,1,74
5,5,1,5965,3,2,103
19,15,2,6825,2,2,77
11,25,3,4652,2,2,68
3,12,3,4409,1,1,80
19,9,0,2549,3,1,89
18,17,2,3862,2,2,109
19,9,0,9397,3,2,112
4,16,1,8017,2,1,20
15,15,0,5559,2,1,11
4,16,1,8223,1,2,82
5,5,0,1169,3,2,33
1,16,1,3345,3,2,91
15,19,1,4533,1,2,24
1,13,3,9880,3,2,93
15,21,0,7717,3,1,114
7,7,3,4657,2,2,86
19,20,0,6170,2,1,61
17,2,1,9798,1,2,32
14,7,0,2588,3,1,45
16,8,2,1387,2,2,51
8,17,3,8512,3,1,21
14,15,1,3562,2,1,106
13,20,3,5706,3,2,80
0,20,0,7203,2,1,26
8,20,2,1462,2,1,60
9,11,0,5540,1,1,118
14,17,3,1983,1,1,26
11,20,2,7291,1,2,55
18,21,0,3952,1,2,46
16,24,0,2388,1,1,34
5,17,0,6927,2,2,42
2,9,2,3412,3,2,99
19,0,1,4746,2,1,70
13,27,0,1118,1,2,106
14,18,3,9499,1,2,42
2,14,0,4679,1,1,97
8,15,0,2356,3,2,103
17,24,2,8815,2,2,79
12,23,2,5550,1,1,50
13,17,1,9069,1,2,105
10,8,0,3332,3,2,37
8,3,3,2652,1,1,105
15,6,0,6911,1,2,64
13,11,3,1754,3,1,91
18,20,1,8934,1,2,49
11,20,2,4911,3,1,31
14,21,1,8794,2,2,109
8,6,0,8437,3,1,103
18,2,0,3128,1,2,64
7,17,1,2216,1,2,32
9,13,0,3947,1,1,112
12,16,0,3779,3,2,68
9,0,0,2367,2,2,81
12,12,0,6308,3,2,47
3,0,2,4056,3,2,111
15,0,1,6026,1,2,43
10,26,3,4681,3,2,108
11,6,3,4993,3,2,104
0,0,2,4779,2,2,58
11,13,3,9375,1,2,87
19,15,2,5727,2,1,21
9,7,0,2768,3,1,73
15,20,3,9934,1,1,92
19,21,0,5405,1,2,115
9,26,1,5764,2,1,75
13,10,3,4637,1,2,71
15,15,0,8606,1,2,96
14,2,3,1064,2,2,10
15,12,0,3416,2,1,10
6,19,2,4573,1,2,19
7,27,2,9340,1,1,36
4,25,2,2723,1,1,90
17,15,2,8191,1,2,108
18,24,0,7576,2,2,58
17,15,1,8777,3,2,51
1,9,0,3199,3,2,74
10,10,0,5212,3,1,56
3,4,2,1428,2,1,56
1,12,0,7211,2,2,48
7,5,1,2233,2,1,96
3,12,2,5084,3,1,53
9,1,1,6819,1,1,86
8,23,3,5369,2,2,10
17,24,2,2167,3,1,29
3,20,1,5500,3,2,116
14,1,2,6015,3,1,76
7,26,0,4260,3,2,114
6,14,2,9551,2,2,42
11,0,1,8795,1,1,42
6,26,0,4176,2,2,87
16,6,3,6720,3,1,65
19,14,3,2629,2,1,103
4,19,2,5796,3,2,26
0,7,2,8362,3,1,19
0,25,0,4667,3,1,69
5,20,1,5147,2,2,76
9,15,2,5329,3,1,17
5,16,3,5742,1,2,93
19,6,3,2052,1,1,114
12,21,3,6829,3,1,114
19,6,0,5122,3,2,70
14,0,1,8493,3,1,92
6,5,3,9012,3,2,46
9,13,1,3723,2,2,106
15,25,3,9879,1,1,42
7,20,0,2450,1,1,36
4,13,1,3050,2,1,44
11,25,3,3862,2,2,61
14,20,0,5579,3,2,110
1,14,3,7509,3,1,113
8,22,2,6876,2,1,38
0,1,0,9768,2,2,35
0,2,2,6444,2,2,78
0,25,2,2269,2,1,24
19,12,2,5533,3,1,23
1,0,2,9700,2,1,89
13,2,2,4826,1,2,18
8,4,0,4562,2,1,56
17,2,2,1300,3,1,14
12,15,1,7403,1,1,113
0,0,2,9806,2,2,48
16,3,2,4756,2,1,70
5,10,0,2055,1,2,30
19,4,3,7798,1,2,15
10,1,2,9353,2,1,51
3,13,1,1160,2,1,17
19,22,2,2125,1,1,49
3,10,2,2148,2,2,20
17,19,0,5633,1,1,45
1,0,1,1554,3,1,19
18,19,0,6806,2,1,119
7,8,2,1325,1,2,45
14,3,3,2642,2,1,45
15,5,2,2766,3,2,109
15,3,0,2259,1,1,40
13,13,1,7881,2,1,64
7,16,1,1224,2,2,48
17,19,3,5796,3,2,24
9,16,1,8791,2,1,71
3,15,3,8855,2,1,13
12,8,1,7766,1,2,52
12,0,0,2365,3,2,110
8,5,2,4917,2,1,29
17,0,3,3335,1,2,31
0,16,0,2823,3,1,38
7,12,3,7336,3,2,108
11,7,2,6655,2,2,92
7,8,1,9129,3,2,89
5,14,1,2490,3,1,73
8,0,3,8202,1,2,17
14,23,2,6200,2,1,45
15,5,2,5316,1,1,80
5,20,1,1394,2,2,19
18,8,2,1281,2,1,24
5,21,3,3766,3,2,82
9,19,1,5508,2,1,68
6,24,2,6616,3,2,26
6,18,3,7823,1,2,95
10,5,2,8629,3,1,64
8,22,0,3496,3,2,101
0,27,2,9075,1,2,76
8,23,1,8284,2,2,114
2,2,2,8913,3,2,111
10,21,2,6508,1,1,110
1,14,1,9864,3,1,42
13,5,3,9888,2,1,22
6,3,0,6159,1,2,43
14,17,1,1503,1,2,64
3,24,1,9366,2,2,50
6,1,3,4955,2,2,58
17,19,3,3526,3,2,29
12,17,0,9896,2,2,45
17,26,3,8584,2,2,62
6,16,0,9064,2,2,10
1,5,0,5960,3,2,106
18,14,3,4596,1,1,71
5,6,3,1366,1,1,59
2,25,2,3240,3,2,68
2,23,1,3048,1,1,71
8,25,1,6390,3,1,115
8,4,1,3949,2,2,15
6,3,3,4529,3,2,116
6,15,1,1291,3,1,100
13,10,0,1086,1,2,106
6,14,1,4093,2,1,83
14,4,3,4374,1,1,96
14,14,3,4418,2,2,19
7,3,2,8512,1,1,94
15,7,1,3968,3,1,118
12,11,0,1981,1,1,73
7,10,2,8867,3,1,115
17,9,2,5788,2,2,117
7,24,2,5259,2,2,117
17,16,0,1927,1,2,21
2,22,1,6014,1,2,118
15,25,3,3347,1,2,109
18,19,3,5771,2,1,36
10,15,2,7317,2,2,65
15,17,3,5908,1,2,92
10,10,3,1921,1,2,77
19,15,0,3382,1,1,114
18,6,2,9315,3,2,73
4,17,3,9113,3,1,117
5,5,2,8652,3,1,52
6,23,1,1901,1,2,72
19,11,1,3786,2,2,104
7,5,2,5172,3,1,43
14,3,0,4387,2,2,83
7,13,1,2124,3,2,74
8,4,3,7792,1,1,38
4,11,2,4486,3,1,112
19,2,1,9722,3,1,76
14,6,2,5682,3,2,79
18,0,0,6402,3,1,113
1,22,2,7863,1,1,66
14,17,3,6173,2,2,50
8,0,0,9396,2,2,89
18,2,0,3152,1,2,41
7,11,3,9465,3,2,113
5,18,0,8419,1,1,10
12,20,3,5176,1,1,67
19,0,2,5592,1,1,24
13,13,2,1549,2,1,43
4,5,2,7234,3,1,21
6,26,0,4970,3,2,43
7,8,3,9432,2,2,53
7,3,1,5821,3,2,75
4,19,3,6570,3,2,55
10,8,3,4772,3,1,80
1,15,0,4697,2,2,46
3,20,0,1520,2,2,100
1,5,0,9767,2,2,26
5,9,3,1199,1,2,101
19,0,2,5757,2,2,42
11,10,0,3449,3,1,11
18,17,2,4598,3,2,59
2,17,1,2851,3,1,99
4,6,1,5279,3,1,32
14,16,2,2075,1,2,67
16,0,2,6928,1,1,46
14,7,2,3122,1,1,105
7,2,1,4940,1,1,48
2,20,3,1170,3,2,30
0,0,1,6729,1,2,39
11,20,2,6994,2,1,65
19,21,0,6921,1,1,49
10,5,2,9062,1,1,90
5,25,2,5273,1,1,84
4,9,2,3011,2,2,98
6,21,3,8979,1,2,24
19,15,1,6843,2,2,64
16,16,2,1266,3,2,41
16,25,0,1452,2,2,93
8,17,1,6994,3,2,32
8,25,0,1314,1,2,45
6,7,3,8621,1,1,54
14,24,0,7250,1,2,64
17,16,3,6970,1,1,70
18,25,3,7665,1,1,53
13,20,3,4822,3,2,63
12,10,0,1304,2,1,84
15,6,3,6964,1,2,71
6,4,1,3934,1,2,57
7,23,0,1182,3,1,15
2,5,1,2189,2,1,36
4,17,2,4116,1,2,24
13,0,0,3328,2,2,49
11,17,0,7384,1,1,40
10,2,0,8034,2,2,82
0,19,2,5206,3,1,22
10,20,3,2872,3,1,83
16,0,3,3654,1,2,72
11,4,1,4421,3,2,86
10,17,2,7083,1,1,80
6,15,3,8865,2,1,12
17,3,2,3381,3,2,86
1,7,1,2504,3,1,61
10,3,0,7889,2,1,10
2,11,2,7095,3,1,67
9,27,1,6985,2,2,86
1,25,0,2645,2,2,61
7,2,2,3762,2,1,95
8,19,0,2385,3,1,93
14,27,2,9495,2,1,74
5,1,2,5330,2,2,62
3,27,2,1023,2,2,93
6,0,1,4825,3,2,14
5,8,2,6657,2,2,48
19,14,0,7901,3,2,19
0,0,3,8687,2,1,37
14,14,0,4568,2,2,50
18,6,2,7707,2,2,11
15,27,3,1033,3,1,35
8,9,0,6396,2,2,45
0,15,2,4899,2,2,68
15,10,0,1512,3,2,10
6,20,0,4546,1,1,38
0,27,3,6210,1,1,41
3,25,3,8372,1,1,112
13,26,1,9920,3,1,116
12,17,3,8951,1,1,24
12,5,0,3935,2,1,10
11,20,3,3428,3,1,76
8,12,0,6703,3,1,80
15,19,1,6159,2,1,52
7,25,2,1201,3,1,71
14,16,1,7287,3,2,21
4,12,2,9913,1,1,30
3,19,0,2868,1,1,103
10,22,3,1287,3,2,34
16,4,0,9793,1,1,91
16,20,3,9688,1,2,69
5,19,2,4088,3,1,28
3,12,3,6765,2,2,31
15,20,2,2817,1,2,55
5,13,0,2371,1,1,47
19,8,0,1023,3,1,37
2,4,2,8573,2,1,78
14,12,1,4810,2,2,16
0,7,3,8524,2,1,114
4,15,0,6559,3,2,35
2,16,2,7366,2,2,83
11,27,1,9041,3,2,74
0,18,2,9754,3,1,115
0,13,0,3706,1,1,110
12,13,0,6989,1,1,74
17,19,2,9488,2,1,57
5,11,3,8421,2,1,28
17,12,2,8691,2,1,19
1,13,1,3010,2,2,116
9,3,0,6440,2,1,29
19,0,0,3673,3,2,93
1,6,1,8475,3,2,87
0,16,3,7185,1,1,94
4,8,2,9609,2,1,99
5,20,0,9517,2,2,110
8,17,2,6757,3,1,11
4,26,1,7421,1,1,58
11,11,3,3493,2,1,92
14,8,1,3391,1,2,99
10,7,3,6097,3,2,74
19,7,0,4372,1,2,117
7,9,0,6639,1,1,87
5,8,2,8739,2,1,91
6,6,1,7172,2,1,91
13,14,0,3205,2,2,75
3,24,3,4025,2,2,45
19,2,2,8707,2,1,33
19,6,2,2712,2,2,82
0,18,2,8063,2,1,87
16,2,1,7629,2,1,24
8,21,2,9162,2,1,45
2,20,3,8259,1,2,89
5,12,0,8513,1,2,24
3,5,2,2105,2,2,28
0,7,0,1594,3,1,67
8,5,1,3184,2,1,110
18,24,3,4919,3,2,67
13,9,3,5482,1,1,36
11,27,3,8718,3,1,23
9,19,2,2065,2,1,103
5,21,2,6320,2,1,38
7,16,2,8360,2,2,48
18,6,2,8298,1,1,108
4,13,1,6600,1,2,60
2,6,1,3386,3,2,53
11,8,3,6179,3,2,31
7,2,0,2461,2,2,70
9,4,1,4393,3,2,15
5,5,3,4816,2,2,32
6,10,2,8704,3,2,51
18,18,0,3492,1,2,99
8,9,1,6932,1,2,82
1,0,3,8763,3,1,41
2,26,0,4431,1,2,17
14,13,1,6018,3,1,74
10,2,0,6539,1,1,105
17,14,3,4492,3,2,39
7,18,3,3093,2,1,98
14,2,3,2080,3,2,84
17,4,0,2816,3,1,70
18,22,0,5243,1,1,36
8,10,3,3711,2,2,50
16,8,1,3022,1,2,96
19,5,1,6014,2,1,10
7,18,0,2248,2,2,56
17,20,3,5371,3,2,42
13,25,3,3248,3,1,13
16,21,3,6983,1,2,114
11,21,3,6615,1,1,18
14,22,0,9802,1,2,114
11,15,2,4586,1,1,41
6,18,1,5819,3,2,66
17,5,1,2569,3,1,42
19,23,3,5152,1,1,117
1,18,1,8892,2,1,40
4,6,1,1753,1,2,40
1,16,0,4001,1,2,101
11,19,3,2128,2,2,72
14,24,3,8981,1,1,32
0,0,2,5667,3,1,84
19,5,0,7118,3,1,111
4,21,0,1498,2,1,64
19,13,3,9071,2,2,64
7,9,0,9991,2,1,15
11,12,3,4547,1,1,78
9,19,1,6888,2,2,62
2,22,3,6483,1,2,15
11,25,2,4951,2,1,77
17,25,2,5259,3,2,83
6,8,2,4113,3,2,63
15,8,0,8174,1,1,38
10,10,1,2468,2,1,10
10,5,3,8008,3,1,76
16,21,0,7328,3,2,93
9,4,1,2827,3,2,99
12,10,2,5391,1,1,49
10,8,1,6153,3,2,100
2,19,2,9929,3,2,112
10,1,0,3380,1,1,12
3,3,3,5726,2,1,111
16,8,1,8411,2,1,41
9,24,0,9292,1,2,51
9,19,0,9882,3,2,16
6,15,0,9552,3,1,46
3,9,0,4874,2,2,43
7,7,0,2697,2,2,17
3,26,1,1587,2,2,90
8,20,2,7759,1,2,64
15,1,3,8261,3,2,44
10,2,1,7050,1,1,17
8,1,3,1391,1,2,23
11,24,3,3720,3,2,90
12,14,2,2406,1,2,79
4,8,1,7574,3,2,83
17,23,1,5606,2,2,11
14,20,2,1771,3,1,29
3,27,2,2996,2,2,111
11,22,2,1066,1,1,33
14,11,1,5874,1,1,87
0,13,3,1993,3,2,108
15,27,0,2496,2,1,12
6,24,2,4011,1,2,43
0,24,2,3844,1,2,115
6,11,2,6709,3,1,27
9,19,0,4694,3,1,98
16,12,3,8391,3,1,58
10,22,0,1472,3,1,118
12,8,3,7551,3,2,59
11,14,2,5743,3,2,99
3,11,3,3978,3,2,32
8,18,1,2971,2,2,96
11,9,2,2848,1,1,106
8,8,2,9354,1,1,38
18,8,1,1234,1,2,51
8,7,2,9856,3,2,30
12,8,2,3804,2,2,118
3,26,1,9024,3,2,90
1,6,1,6671,1,2,66
7,5,0,3581,3,1,30
1,24,0,2647,2,2,98
0,4,2,7123,3,1,90
7,27,0,6698,3,2,45
0,8,1,7781,3,2,39
1,8,0,5686,1,2,24
1,2,2,3749,1,2,16
1,22,3,5001,2,2,119
4,1,2,2733,3,2,11
10,24,1,5867,1,2,111
17,16,0,4999,2,2,39
17,11,1,5211,3,1,117
10,11,1,2615,3,1,105
5,10,1,5381,3,1,70
4,7,3,2834,2,1,33
3,22,0,2765,1,2,49
12,9,2,1494,2,1,10
9,3,1,2256,1,1,76
4,23,3,5692,2,2,80
2,15,1,3866,1,2,47
12,8,3,7300,2,2,78
0,16,1,4205,1,2,94
3,11,0,2178,1,2,117
19,1,2,7431,1,2,63
15,12,2,5253,1,2,103
16,10,1,7417,2,2,29
4,14,0,4517,1,2,118
3,5,0,1199,1,1,82
5,8,3,5909,3,1,41
2,19,3,8257,3,2,48
0,17,1,6094,2,2,90
10,14,1,8394,3,1,76
5,15,1,2102,1,1,70
1,12,0,7582,3,2,19
16,7,2,3817,3,2,24
11,21,1,5666,2,2,92
15,18,2,9587,2,2,107
2,12,2,6069,3,2,115
3,7,3,8197,3,2,85
4,20,2,9060,3,1,85
15,27,2,7651,1,2,39
15,12,3,2732,1,1,85
16,25,2,3022,3,1,54
10,17,2,6958,1,1,72
18,6,0,8091,1,1,50
8,2,3,5096,1,2,51
16,1,2,7206,2,1,51
16,21,2,1118,1,1,38
7,24,0,9926,3,2,105
4,20,1,1045,1,1,55
16,25,3,8539,2,1,88
11,3,3,8520,1,1,19
9,10,3,9277,3,1,17
3,20,1,3434,3,2,73
6,5,2,4929,3,2,12
16,25,0,8169,1,2,99
15,2,0,7048,2,2,94
6,17,0,1821,1,1,78
3,8,2,5563,2,1,34
18,8,1,4395,1,1,78
9,16,0,6932,2,1,56
12,8,2,5316,3,2,10
11,16,1,5255,2,1,82
11,17,1,7648,2,2,105
16,21,1,3550,3,1,102
0,26,1,6873,1,1,68
19,27,0,8159,1,1,46
13,1,3,6392,3,2,107
19,23,3,2307,3,2,100
10,8,0,9998,2,1,69
12,25,3,5819,1,1,75
12,7,3,1769,2,2,24
14,10,2,1443,1,2,14
2,14,2,4752,2,2,59
13,23,3,7033,1,2,15
2,2,0,5371,3,1,48
11,27,0,3745,1,2,103
18,14,3,5292,1,2,65
8,8,0,5833,2,1,117
8,4,1,3802,3,1,71
6,17,2,3981,2,2,71
10,12,0,6610,1,2,92
6,23,0,8630,1,2,91
15,26,3,4966,1,1,25
16,18,3,3614,2,1,76
17,10,0,5921,3,2,105
17,0,3,4560,2,1,22
6,6,1,5013,2,2,68
13,17,3,5628,1,1,87
16,3,1,4527,1,1,57
9,1,1,5264,2,2,109
18,0,0,6412,1,1,67
8,14,3,1793,2,1,33
15,7,0,5561,2,1,16
17,16,0,3032,1,2,102
3,4,3,9461,3,2,91
11,23,3,2378,2,1,51
11,13,1,8736,1,1,85
15,7,3,1527,3,2,15
9,1,1,1711,2,2,37
7,24,0,5576,2,1,31
8,3,1,2312,3,2,43
1,19,1,1044,2,1,51
17,0,3,3158,3,2,23
16,15,0,1397,2,1,34
12,4,1,6647,3,1,52
2,17,3,7551,1,2,49
6,0,0,8832,2,2,62
17,7,1,6947,3,1,76
11,7,0,5387,2,1,62
10,0,1,7686,2,2,91
7,27,2,6588,3,2,60
10,27,0,9752,1,2,92
17,2,3,9438,2,2,72
6,22,0,6518,3,2,97
19,19,0,8717,3,2,62
5,21,0,8703,1,1,16
5,25,2,3565,2,2,81
18,11,3,3155,1,1,16
3,7,0,3418,3,2,68
6,1,0,4561,1,1,75
6,25,0,2114,2,2,15
17,20,1,4007,1,1,16
5,9,2,6836,2,1,25
9,0,2,4811,2,2,117
17,11,3,3853,2,1,76
9,20,0,6268,3,1,40
10,19,3,7492,2,1,11
14,13,2,5210,3,1,102
17,13,2,2414,3,1,10
6,12,0,7334,1,1,98
11,14,0,8938,2,2,113
7,18,2,9605,1,2,27
18,3,3,6368,2,2,74
4,11,1,7093,3,1,34
4,25,0,4973,1,1,23
19,19,2,5008,2,2,69
16,27,0,9478,1,2,56
5,4,0,5218,3,1,50
1,17,0,5361,2,2,22
14,19,2,1269,3,1,109
9,7,0,1239,3,1,52
8,6,2,8274,2,2,113
14,25,3,3985,1,2,109
0,10,3,9912,1,1,21
6,19,3,4390,3,2,102
18,26,1,8386,1,2,83
8,13,2,2519,3,1,118
15,15,2,7639,1,1,54
17,5,0,7158,2,1,21
10,23,1,6498,1,1,102
19,14,2,8563,3,1,80
18,7,3,3347,1,1,69
2,5,2,5869,2,1,12
15,11,0,5922,3,2,105
12,6,2,6737,1,1,100
0,5,3,5490,3,2,116
18,6,1,4192,1,2,53
12,22,0,7924,3,2,30
2,10,1,1670,3,2,39
0,7,2,2794,3,2,24
0,20,0,7771,2,1,104
3,19,0,5855,1,1,14
9,13,3,4494,1,2,107
16,16,1,1804,3,2,105
19,22,0,2639,3,1,74
1,0,0,1110,3,1,112
13,2,2,7034,1,1,74
15,21,3,6939,1,1,33
2,17,2,7022,2,2,36
18,1,1,2413,1,1,54
9,23,1,5925,1,2,26
10,24,1,7201,2,1,29
0,9,2,7816,1,1,110
8,9,1,4854,2,2,92
1,4,2,1881,3,1,44
18,12,0,8055,1,1,79
14,6,3,8760,3,1,105
13,23,1,2696,1,1,15
9,0,0,9720,1,1,58
14,25,2,7391,1,2,25
18,11,3,7519,1,1,85
2,10,2,6568,2,2,50
6,3,3,7154,3,1,54
8,27,3,1312,2,1,11
6,10,0,6623,1,2,96
8,11,1,8035,1,1,52
13,15,1,6651,2,1,50
15,19,0,4522,2,2,65
8,4,2,6807,1,2,94
19,11,3,4848,1,2,110
13,12,3,5417,3,1,90
8,13,1,2235,1,2,70
14,3,0,6466,3,1,11
5,21,0,2135,3,2,86
2,9,0,4333,2,1,21
4,3,3,7287,3,2,117
13,7,2,9579,1,1,39
5,21,3,2430,1,2,56
13,21,1,2754,2,1,43
2,5,3,6858,1,1,61
0,9,3,3510,2,1,73
9,17,0,7143,2,1,103
11,10,0,2494,2,2,72
7,15,2,3805,3,2,74
1,20,1,8431,3,2,41
8,25,3,8297,3,2,29
2,5,2,1091,2,1,66
16,15,1,6831,3,2,80
15,11,3,7871,2,2,55
17,24,3,6515,2,2,28
9,9,1,7059,3,1,34
6,27,1,2170,1,1,37
3,22,0,1180,3,2,79
10,25,0,5602,3,2,37
6,18,1,9773,3,1,49
4,3,3,9297,2,1,59
8,18,2,2251,3,1,87
1,19,2,7686,3,2,115
8,8,0,9830,2,2,12
6,25,0,4014,3,2,115
13,5,0,4332,1,1,20
4,11,1,9469,2,2,39
19,22,0,9701,3,1,98
16,22,3,9085,2,1,18
15,13,3,2680,1,2,50
9,13,1,7290,2,2,28
